TEXT,LABELS,BOUNDING_BOXES,token_ids,tokenized_text,tokenized_text_label_ids,tokenized_text_label
.,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[157, 275, 162, 284]",1999,in,34,O
Ludhiana,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[110, 286, 175, 301]",6767,##vo,-100,O
(,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[180, 288, 185, 299]",6610,##ice,-100,O
141002,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[187, 288, 241, 302]",2053,no,34,O
),S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[241, 289, 246, 301]",1012,.,34,O
Punjab,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[93, 304, 142, 315]",23292,fx,9,S-performa_invoice_no
India,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address,"[92, 321, 127, 329]",11387,##20,-100,O
Product,O,"[120, 358, 175, 367]",17134,##13,-100,O
name,O,"[180, 358, 221, 367]",8889,##00,-100,O
9001,O,"[112, 410, 144, 419]",8889,##00,-100,O
9001,O,"[110, 456, 144, 463]",17634,buyer,34,O
9002,O,"[110, 501, 142, 508]",2194,company,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
9002,O,"[110, 547, 140, 554]",1024,:,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
9003,O,"[110, 593, 140, 600]",1049,m,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
9003,O,"[108, 639, 140, 646]",1012,.,-100,O
9004,O,"[108, 685, 142, 693]",1047,k,-100,O
9004,O,"[108, 730, 140, 737]",1012,.,-100,O
9005,O,"[108, 774, 140, 785]",3886,steel,12,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_name
9005,O,"[107, 822, 140, 833]",2015,##s,-100,O
9006,O,"[107, 868, 139, 876]",5436,plot,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
size,O,"[293, 358, 323, 367]",2053,no,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
Qty,O,"[370, 358, 393, 370]",1024,:,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
(,O,"[391, 358, 398, 369]",4466,48,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
PCS,O,"[398, 358, 428, 369]",2581,##7,-100,O
),O,"[428, 358, 433, 369]",1010,",",20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
hot,S-goods_description,"[199, 403, 222, 413]",3919,industrial,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
stamping,S-goods_description,"[177, 419, 242, 427]",2181,area,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
3.05M,O,"[284, 420, 328, 428]",1005,',20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
250mm,O,"[256, 403, 308, 412]",1038,b,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
*,O,"[308, 403, 316, 412]",1005,',20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
7mm,O,"[318, 403, 351, 412]",1010,",",20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
*,O,"[353, 403, 361, 412]",12267,gill,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
hot,O,"[197, 451, 221, 456]",2346,road,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
250mm,O,"[254, 449, 306, 458]",1012,.,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
7mm,O,"[316, 449, 350, 458]",11320,lu,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
*,O,"[351, 449, 358, 458]",19114,##dhi,-100,O
stamping,O,"[175, 465, 241, 474]",5162,##ana,-100,O
3.66M,O,"[284, 463, 326, 473]",1006,(,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
hot,O,"[197, 495, 222, 502]",15471,141,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
250mm,O,"[254, 495, 306, 504]",8889,##00,-100,O
7mm,O,"[316, 495, 348, 504]",2475,##2,-100,O
*,O,"[351, 495, 360, 504]",1007,),20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
stamping,O,"[175, 507, 241, 519]",9213,punjab,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
3.05M,O,"[284, 508, 324, 517]",2634,india,20,S-remitter_drawee_buyer_importer_billto_shippedto_despacthto_address
hot,O,"[197, 540, 221, 548]",4031,product,34,O
250mm,O,"[254, 540, 306, 547]",2171,name,34,O
7mm,O,"[314, 540, 348, 547]",7706,900,34,O
*,O,"[351, 540, 358, 547]",2487,##1,-100,O
stamping,O,"[175, 554, 241, 565]",7706,900,34,O
3.66M,O,"[283, 556, 326, 564]",2487,##1,-100,O
hot,O,"[197, 586, 221, 593]",7706,900,34,O
250mm,O,"[254, 585, 304, 595]",2475,##2,-100,O
*,O,"[308, 585, 314, 595]",7706,900,34,O
7mm,O,"[316, 585, 350, 595]",2475,##2,-100,O
*,O,"[351, 585, 358, 595]",7706,900,34,O
stamping,O,"[175, 599, 241, 610]",2509,##3,-100,O
3.05M,O,"[283, 602, 328, 610]",7706,900,34,O
hot,O,"[195, 630, 219, 641]",2509,##3,-100,O
250mm,O,"[254, 631, 301, 641]",7706,900,34,O
7mm,O,"[314, 631, 346, 639]",2549,##4,-100,O
*,O,"[348, 631, 355, 639]",7706,900,34,O
stamping,O,"[174, 646, 241, 656]",2549,##4,-100,O
3.66M,O,"[283, 646, 323, 656]",7706,900,34,O
hot,O,"[197, 678, 219, 684]",2629,##5,-100,O
250mm,O,"[254, 677, 304, 685]",7706,900,34,O
*,O,"[306, 677, 313, 685]",2629,##5,-100,O
7mm,O,"[314, 677, 350, 685]",7706,900,34,O
*,O,"[350, 677, 358, 685]",2575,##6,-100,O
stamping,O,"[175, 693, 241, 701]",2946,size,34,O
3.05M,O,"[283, 694, 326, 701]",1053,q,34,O
hot,O,"[195, 724, 217, 731]",3723,##ty,-100,O
250mm,O,"[252, 724, 304, 731]",1006,(,34,O
*,O,"[306, 724, 313, 731]",27019,pcs,34,O
7mm,O,"[314, 724, 348, 731]",1007,),34,O
*,O,"[350, 724, 356, 731]",2980,hot,27,S-goods_description
stamping,O,"[174, 737, 236, 747]",11359,stamp,27,S-goods_description
3.66M,O,"[283, 739, 323, 747]",2075,##ing,-100,O
hot,O,"[195, 769, 221, 778]",1017,3,34,O
250mm,O,"[252, 768, 303, 778]",1012,.,-100,O
7mm,O,"[313, 768, 346, 776]",5709,05,-100,O
*,O,"[348, 768, 355, 776]",2213,##m,-100,O
stamping,O,"[174, 783, 239, 793]",5539,250,34,O
3.05M,O,"[283, 785, 324, 792]",7382,##mm,-100,O
hot,O,"[194, 815, 219, 824]",1008,*,34,O
250mm,O,"[252, 814, 303, 824]",1021,7,34,O
7mm,O,"[313, 814, 348, 824]",7382,##mm,-100,O
*,O,"[350, 814, 356, 824]",1008,*,34,O
stamping,O,"[172, 831, 239, 840]",2980,hot,34,O
3.66M,O,"[281, 831, 324, 840]",5539,250,34,O
hot,O,"[195, 861, 221, 870]",7382,##mm,-100,O
250mm,O,"[252, 861, 303, 868]",1021,7,34,O
*,O,"[306, 861, 313, 868]",7382,##mm,-100,O
7mm,O,"[313, 861, 348, 868]",1008,*,34,O
*,O,"[348, 861, 356, 868]",11359,stamp,34,O
stamping,O,"[174, 874, 239, 886]",2075,##ing,-100,O
3.05M,O,"[283, 877, 321, 884]",1017,3,34,O
SELLEK,O,"[370, 194, 432, 207]",1012,.,-100,O
:,O,"[433, 194, 438, 207]",5764,66,-100,O
Haining,O,"[443, 194, 499, 207]",2213,##m,-100,O
Hengxing,O,"[504, 194, 572, 208]",2980,hot,34,O
Plastic,O,"[576, 195, 624, 208]",5539,250,34,O
Industry,O,"[631, 195, 690, 208]",7382,##mm,-100,O
Co.,O,"[695, 195, 718, 210]",1021,7,34,O
",",O,"[721, 197, 726, 210]",7382,##mm,-100,O
Ltd,O,"[725, 197, 747, 210]",1008,*,34,O
980,O,"[390, 412, 417, 420]",11359,stamp,34,O
300,O,"[390, 458, 413, 465]",2075,##ing,-100,O
960,O,"[390, 501, 415, 508]",1017,3,34,O
300,O,"[388, 547, 415, 556]",1012,.,-100,O
930,O,"[380, 576, 422, 587]",5709,05,-100,O
980,O,"[388, 593, 415, 600]",2213,##m,-100,O
300,O,"[388, 639, 412, 646]",2980,hot,34,O
430,O,"[385, 670, 422, 683]",5539,250,34,O
980,O,"[388, 683, 412, 694]",7382,##mm,-100,O
300,O,"[386, 731, 410, 739]",1021,7,34,O
980,O,"[388, 776, 412, 786]",7382,##mm,-100,O
300,O,"[386, 821, 410, 831]",1008,*,34,O
SALES,O,"[495, 153, 547, 164]",11359,stamp,34,O
CONFIRMATION,O,"[552, 152, 680, 165]",2075,##ing,-100,O
NO.:HX20130808,S-invoice_date,"[686, 153, 819, 166]",1017,3,34,O
DATE,O,"[572, 172, 616, 181]",1012,.,-100,O
:,O,"[621, 172, 626, 181]",5764,66,-100,O
8/8/2013,S-invoice_date,"[633, 172, 696, 181]",2213,##m,-100,O
980,O,"[386, 868, 413, 877]",2980,hot,34,O
unit,O,"[452, 338, 480, 348]",5539,250,34,O
price,O,"[484, 338, 519, 349]",7382,##mm,-100,O
(,O,"[469, 353, 474, 361]",1008,*,34,O
FOB,O,"[472, 353, 502, 361]",1021,7,34,O
Shanghai,O,"[450, 367, 515, 376]",7382,##mm,-100,O
),O,"[517, 367, 520, 376]",1008,*,34,O
USD,O,"[458, 378, 487, 388]",11359,stamp,34,O
/,O,"[487, 378, 494, 387]",2075,##ing,-100,O
PC,O,"[494, 378, 512, 387]",1017,3,34,O
1.340,O,"[469, 412, 504, 420]",1012,.,-100,O
1.600,O,"[467, 458, 500, 465]",5709,05,-100,O
1.340,O,"[467, 502, 504, 510]",2213,##m,-100,O
33,O,"[479, 517, 505, 527]",2980,hot,34,O
.,O,"[502, 517, 509, 527]",5539,250,34,O
1.600,O,"[465, 545, 499, 557]",7382,##mm,-100,O
1.340,O,"[465, 595, 502, 602]",1021,7,34,O
1.600,O,"[465, 639, 500, 648]",7382,##mm,-100,O
1.340,O,"[465, 685, 499, 693]",1008,*,34,O
1.600,O,"[463, 731, 499, 739]",11359,stamp,34,O
1.600,O,"[463, 822, 499, 829]",2075,##ing,-100,O
total,O,"[542, 360, 574, 370]",1017,3,34,O
price,O,"[581, 360, 614, 370]",1012,.,-100,O
Accessory,O,"[638, 360, 711, 370]",5764,66,-100,O
total,O,"[725, 360, 753, 370]",2213,##m,-100,O
price,O,"[760, 360, 790, 370]",2980,hot,34,O
(,S-currency_in_numeric,"[792, 360, 797, 370]",5539,250,34,O
USD,S-currency_in_numeric,"[797, 360, 825, 370]",7382,##mm,-100,O
),S-currency_in_numeric,"[827, 360, 832, 370]",1008,*,34,O
$,O,"[546, 413, 554, 421]",1021,7,34,O
"1,313.20",O,"[554, 413, 609, 421]",7382,##mm,-100,O
$,O,"[551, 458, 559, 466]",1008,*,34,O
480.00,O,"[559, 458, 604, 466]",11359,stamp,34,O
$,O,"[544, 502, 552, 511]",2075,##ing,-100,O
"1,313.20",O,"[552, 502, 611, 511]",1017,3,34,O
$,O,"[549, 548, 557, 557]",1012,.,-100,O
480.00,O,"[556, 547, 601, 556]",5709,05,-100,O
$,O,"[544, 593, 551, 603]",2213,##m,-100,O
"1,313.20",O,"[552, 593, 611, 603]",2980,hot,34,O
$,O,"[549, 639, 556, 648]",5539,250,34,O
480.00,O,"[557, 639, 603, 648]",7382,##mm,-100,O
$,O,"[544, 687, 551, 695]",1008,*,34,O
"1,313.20",O,"[551, 685, 608, 694]",1021,7,34,O
$,O,"[549, 731, 557, 740]",7382,##mm,-100,O
480.00,O,"[556, 731, 603, 740]",1008,*,34,O
1.340,O,"[463, 776, 502, 783]",11359,stamp,34,O
$,O,"[542, 776, 549, 785]",2075,##ing,-100,O
"1,313.20",O,"[549, 775, 606, 783]",1017,3,34,O
$,O,"[547, 824, 554, 832]",1012,.,-100,O
480.00,O,"[554, 822, 599, 831]",5764,66,-100,O
1.340,O,"[463, 868, 499, 877]",2213,##m,-100,O
$,O,"[542, 868, 549, 877]",2980,hot,34,O
"1,313.20",O,"[551, 868, 608, 877]",5539,250,34,O
U,O,"[631, 407, 639, 414]",7382,##mm,-100,O
-,O,"[641, 407, 649, 414]",1021,7,34,O
1729.35,O,"[654, 407, 708, 414]",7382,##mm,-100,O
m,O,"[629, 423, 641, 428]",1008,*,34,O
L,O,"[629, 435, 638, 442]",11359,stamp,34,O
=,O,"[641, 434, 649, 441]",2075,##ing,-100,O
1433.5,O,"[654, 434, 700, 441]",1017,3,34,O
m,O,"[629, 451, 641, 455]",1012,.,-100,O
U,O,"[631, 498, 639, 506]",5709,05,-100,O
=,O,"[641, 498, 649, 506]",2213,##m,-100,O
1729.35,O,"[653, 498, 708, 506]",2980,hot,34,O
L,O,"[628, 526, 636, 533]",5539,250,34,O
=,O,"[641, 526, 649, 533]",7382,##mm,-100,O
1433.5,O,"[656, 526, 700, 533]",1021,7,34,O
m,O,"[628, 541, 641, 546]",7382,##mm,-100,O
U,O,"[629, 589, 639, 597]",1008,*,34,O
=,O,"[639, 589, 648, 597]",11359,stamp,34,O
1729.35,O,"[651, 589, 706, 597]",2075,##ing,-100,O
m,O,"[628, 605, 641, 611]",1017,3,34,O
L,O,"[628, 617, 636, 624]",1012,.,-100,O
=,O,"[641, 617, 649, 624]",5764,66,-100,O
1433.5,O,"[656, 617, 700, 624]",2213,##m,-100,O
m,O,"[628, 634, 643, 639]",2980,hot,34,O
U,O,"[628, 681, 638, 688]",5539,250,34,O
=,O,"[639, 681, 648, 688]",7382,##mm,-100,O
1729.35,O,"[651, 681, 705, 688]",1008,*,34,O
L,O,"[628, 709, 636, 716]",1021,7,34,O
=,O,"[639, 709, 648, 716]",7382,##mm,-100,O
1433.5,O,"[654, 709, 698, 716]",1008,*,34,O
U,O,"[628, 772, 636, 780]",11359,stamp,34,O
=,O,"[636, 770, 644, 779]",2075,##ing,-100,O
1729.35,O,"[649, 770, 703, 779]",1017,3,34,O
Im,O,"[621, 785, 638, 794]",1012,.,-100,O
L,O,"[628, 800, 634, 806]",5709,05,-100,O
=,O,"[638, 799, 646, 805]",2213,##m,-100,O
1433.5,O,"[653, 799, 696, 805]",5271,sell,34,O
m,O,"[626, 815, 638, 821]",5937,##ek,-100,O
U,O,"[628, 864, 636, 872]",1024,:,34,O
-,O,"[638, 864, 646, 872]",15030,hai,34,O
1729.35,O,"[651, 864, 703, 872]",5582,##ning,-100,O
m,O,"[626, 880, 639, 885]",21863,hen,34,O
149,S-stamped,"[653, 891, 671, 897]",2290,##g,-100,O
BANK,S-stamped,"[693, 892, 743, 910]",19612,##xing,-100,O
CICI,S-stamped,"[656, 902, 695, 930]",6081,plastic,34,O
112501-4.50,O,"[762, 234, 882, 257]",3068,industry,34,O
Gan,S-stamped,"[703, 972, 735, 987]",2522,co,34,O
$,O,"[768, 435, 775, 443]",1012,.,-100,O
632.60,O,"[775, 435, 820, 443]",1010,",",34,O
$,O,"[768, 525, 777, 533]",5183,ltd,34,O
632.60,O,"[777, 525, 820, 533]",25195,980,34,O
$,O,"[767, 617, 773, 625]",3998,300,34,O
632.60,O,"[773, 616, 819, 624]",26637,960,34,O
$,O,"[767, 708, 773, 716]",3998,300,34,O
632.60,O,"[773, 708, 817, 716]",29359,930,34,O
$,O,"[767, 799, 775, 807]",25195,980,34,O
632.60,O,"[775, 799, 819, 807]",3998,300,34,O
$,S-stamped,"[765, 891, 772, 897]",19540,430,34,O
612,S-stamped,"[772, 890, 795, 896]",25195,980,34,O
60,O,"[802, 890, 817, 896]",3998,300,34,O
LTD,S-stamped,"[747, 894, 780, 918]",25195,980,34,O
.,S-stamped,"[767, 909, 783, 920]",3998,300,34,O
udhiana,S-stamped,"[750, 933, 797, 983]",4341,sales,34,O
 , , ,13964,confirmation,34,O
 , , ,2053,no,54,S-invoice_date
 , , ,1012,.,-100,O
 , , ,1024,:,-100,O
 , , ,1044,h,-100,O
 , , ,2595,##x,-100,O
 , , ,11387,##20,-100,O
 , , ,17134,##13,-100,O
 , , ,2692,##0,-100,O
 , , ,17914,##80,-100,O
 , , ,2620,##8,-100,O
 , , ,3058,date,34,O
 , , ,1024,:,34,O
 , , ,1022,8,54,S-invoice_date
 , , ,1013,/,-100,O
 , , ,1022,8,-100,O
 , , ,1013,/,-100,O
 , , ,2286,2013,-100,O
 , , ,25195,980,34,O
 , , ,3131,unit,34,O
 , , ,3976,price,34,O
 , , ,1006,(,34,O
 , , ,1042,f,34,O
 , , ,16429,##ob,-100,O
 , , ,8344,shanghai,34,O
 , , ,1007,),34,O
 , , ,13751,usd,34,O
 , , ,1013,/,34,O
 , , ,7473,pc,34,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,16029,340,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,5174,600,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,16029,340,-100,O
 , , ,3943,33,34,O
 , , ,1012,.,34,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,5174,600,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,16029,340,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,5174,600,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,16029,340,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,5174,600,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,5174,600,-100,O
 , , ,2561,total,34,O
 , , ,3976,price,34,O
 , , ,25339,accessory,34,O
 , , ,2561,total,34,O
 , , ,3976,price,34,O
 , , ,1006,(,22,S-currency_in_numeric
 , , ,13751,usd,22,S-currency_in_numeric
 , , ,1007,),22,S-currency_in_numeric
 , , ,1002,$,34,O
 , , ,1015,1,34,O
 , , ,1010,",",-100,O
 , , ,22997,313,-100,O
 , , ,1012,.,-100,O
 , , ,2322,20,-100,O
 , , ,1002,$,34,O
 , , ,17295,480,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1002,$,34,O
 , , ,1015,1,34,O
 , , ,1010,",",-100,O
 , , ,22997,313,-100,O
 , , ,1012,.,-100,O
 , , ,2322,20,-100,O
 , , ,1002,$,34,O
 , , ,17295,480,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1002,$,34,O
 , , ,1015,1,34,O
 , , ,1010,",",-100,O
 , , ,22997,313,-100,O
 , , ,1012,.,-100,O
 , , ,2322,20,-100,O
 , , ,1002,$,34,O
 , , ,17295,480,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1002,$,34,O
 , , ,1015,1,34,O
 , , ,1010,",",-100,O
 , , ,22997,313,-100,O
 , , ,1012,.,-100,O
 , , ,2322,20,-100,O
 , , ,1002,$,34,O
 , , ,17295,480,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,16029,340,-100,O
 , , ,1002,$,34,O
 , , ,1015,1,34,O
 , , ,1010,",",-100,O
 , , ,22997,313,-100,O
 , , ,1012,.,-100,O
 , , ,2322,20,-100,O
 , , ,1002,$,34,O
 , , ,17295,480,34,O
 , , ,1012,.,-100,O
 , , ,4002,00,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,16029,340,-100,O
 , , ,1002,$,34,O
 , , ,1015,1,34,O
 , , ,1010,",",-100,O
 , , ,22997,313,-100,O
 , , ,1012,.,-100,O
 , , ,2322,20,-100,O
 , , ,1057,u,34,O
 , , ,1011,-,34,O
 , , ,28449,1729,34,O
 , , ,1012,.,-100,O
 , , ,3486,35,-100,O
 , , ,1049,m,34,O
 , , ,1048,l,34,O
 , , ,1027,=,34,O
 , , ,16065,143,34,O
 , , ,2509,##3,-100,O
 , , ,1012,.,-100,O
 , , ,1019,5,-100,O
 , , ,1049,m,34,O
 , , ,1057,u,34,O
 , , ,1027,=,34,O
 , , ,28449,1729,34,O
 , , ,1012,.,-100,O
 , , ,3486,35,-100,O
 , , ,1048,l,34,O
 , , ,1027,=,34,O
 , , ,16065,143,34,O
 , , ,2509,##3,-100,O
 , , ,1012,.,-100,O
 , , ,1019,5,-100,O
 , , ,1049,m,34,O
 , , ,1057,u,34,O
 , , ,1027,=,34,O
 , , ,28449,1729,34,O
 , , ,1012,.,-100,O
 , , ,3486,35,-100,O
 , , ,1049,m,34,O
 , , ,1048,l,34,O
 , , ,1027,=,34,O
 , , ,16065,143,34,O
 , , ,2509,##3,-100,O
 , , ,1012,.,-100,O
 , , ,1019,5,-100,O
 , , ,1049,m,34,O
 , , ,1057,u,34,O
 , , ,1027,=,34,O
 , , ,28449,1729,34,O
 , , ,1012,.,-100,O
 , , ,3486,35,-100,O
 , , ,1048,l,34,O
 , , ,1027,=,34,O
 , , ,16065,143,34,O
 , , ,2509,##3,-100,O
 , , ,1012,.,-100,O
 , , ,1019,5,-100,O
 , , ,1057,u,34,O
 , , ,1027,=,34,O
 , , ,28449,1729,34,O
 , , ,1012,.,-100,O
 , , ,3486,35,-100,O
 , , ,10047,im,34,O
 , , ,1048,l,34,O
 , , ,1027,=,34,O
 , , ,16065,143,34,O
 , , ,2509,##3,-100,O
 , , ,1012,.,-100,O
 , , ,1019,5,-100,O
 , , ,1049,m,34,O
 , , ,1057,u,34,O
 , , ,1011,-,34,O
 , , ,28449,1729,34,O
 , , ,1012,.,-100,O
 , , ,3486,35,-100,O
 , , ,1049,m,34,O
 , , ,17332,149,55,S-stamped
 , , ,2924,bank,55,S-stamped
 , , ,25022,ci,55,S-stamped
 , , ,6895,##ci,-100,O
 , , ,11176,112,34,O
 , , ,12376,##50,-100,O
 , , ,2487,##1,-100,O
 , , ,1011,-,-100,O
 , , ,1018,4,-100,O
 , , ,1012,.,-100,O
 , , ,2753,50,-100,O
 , , ,25957,gan,55,S-stamped
 , , ,1002,$,34,O
 , , ,6191,63,34,O
 , , ,2475,##2,-100,O
 , , ,1012,.,-100,O
 , , ,3438,60,-100,O
 , , ,1002,$,34,O
 , , ,6191,63,34,O
 , , ,2475,##2,-100,O
 , , ,1012,.,-100,O
 , , ,3438,60,-100,O
 , , ,1002,$,34,O
 , , ,6191,63,34,O
 , , ,2475,##2,-100,O
 , , ,1012,.,-100,O
 , , ,3438,60,-100,O
 , , ,1002,$,34,O
 , , ,6191,63,34,O
 , , ,2475,##2,-100,O
 , , ,1012,.,-100,O
 , , ,3438,60,-100,O
 , , ,1002,$,34,O
 , , ,6191,63,34,O
 , , ,2475,##2,-100,O
 , , ,102,[SEP],-100,O
ZF,S-consinee_name,"[112, 202, 127, 213]",101,[CLS],-100,O
Wind,S-consinee_name,"[137, 202, 174, 211]",1062,z,17,S-consinee_name
Power,S-consinee_name,"[184, 202, 231, 211]",2546,##f,-100,O
Coimbatore,S-consinee_name,"[239, 202, 337, 211]",3612,wind,17,S-consinee_name
Ltd.,S-consinee_name,"[347, 202, 384, 211]",2373,power,17,S-consinee_name
Plot,S-consignee_address,"[112, 217, 145, 227]",2522,co,17,S-consinee_name
No.,S-consignee_address,"[157, 217, 182, 227]",5714,##im,-100,O
3,S-consignee_address,"[196, 217, 203, 227]",14479,##bat,-100,O
Hi,S-consignee_address,"[214, 217, 231, 227]",5686,##ore,-100,O
Tech,S-consignee_address,"[243, 217, 280, 227]",5183,ltd,17,S-consinee_name
Engineering,S-consignee_address,"[291, 217, 397, 227]",1012,.,-100,O
and,S-consignee_address,"[112, 229, 137, 237]",5436,plot,8,S-consignee_address
Services,S-consignee_address,"[147, 229, 219, 236]",2053,no,8,S-consignee_address
Sector,S-consignee_address,"[233, 229, 286, 236]",1012,.,-100,O
SEZ,S-consignee_address,"[300, 229, 327, 236]",1017,3,8,S-consignee_address
Karumathampatty,S-consignee_address,"[112, 242, 248, 253]",7632,hi,8,S-consignee_address
and,S-consignee_address,"[261, 242, 288, 252]",6627,tech,8,S-consignee_address
Kittampal,S-consignee_address,"[300, 242, 384, 252]",3330,engineering,8,S-consignee_address
.,S-consignee_address,"[389, 242, 394, 252]",1998,and,8,S-consignee_address
Village,S-consignee_address,"[112, 255, 176, 265]",2578,services,8,S-consignee_address
",",S-consignee_address,"[179, 255, 182, 265]",4753,sector,8,S-consignee_address
Annur,S-consignee_address,"[194, 255, 238, 265]",7367,se,8,S-consignee_address
Rd,S-consignee_address,"[253, 255, 270, 265]",2480,##z,-100,O
.,S-consignee_address,"[275, 255, 276, 265]",10556,ka,8,S-consignee_address
District,S-consignee_address,"[291, 255, 367, 265]",6824,##rum,-100,O
Coimbatore,S-consignee_address,"[110, 267, 201, 276]",8988,##ath,-100,O
641,S-consignee_address,"[214, 267, 238, 275]",16613,##amp,-100,O
659,S-consignee_address,"[253, 267, 276, 275]",19321,##att,-100,O
Tamil,S-consignee_address,"[290, 267, 333, 275]",2100,##y,-100,O
Nadu,S-consignee_address,"[348, 267, 384, 275]",1998,and,8,S-consignee_address
India,S-consignee_address,"[112, 282, 156, 288]",8934,kit,8,S-consignee_address
Telefax,O,"[110, 307, 172, 314]",15464,##tam,-100,O
:,O,"[177, 307, 181, 314]",12952,##pal,-100,O
0091-4254306021,O,"[214, 307, 357, 314]",1012,.,8,S-consignee_address
Your,O,"[110, 331, 144, 340]",2352,village,8,S-consignee_address
Purchase,O,"[156, 331, 228, 339]",1010,",",8,S-consignee_address
order,O,"[241, 331, 286, 339]",5754,ann,8,S-consignee_address
No,O,"[298, 331, 315, 339]",3126,##ur,-100,O
.:,O,"[320, 331, 333, 339]",16428,rd,8,S-consignee_address
OM1006931,S-purchase_order_no_and_agreement_ref_no,"[110, 343, 189, 352]",1012,.,8,S-consignee_address
dated,O,"[203, 343, 248, 351]",2212,district,8,S-consignee_address
05.09.2013,S-order_date,"[260, 343, 357, 351]",2522,co,8,S-consignee_address
OM1006930,O,"[110, 357, 192, 365]",5714,##im,-100,O
dated,O,"[204, 357, 250, 365]",14479,##bat,-100,O
05.09.2013,O,"[261, 357, 359, 365]",5686,##ore,-100,O
